merge,X,filename.x,TYPE,BOX_AND_CODE,STATE,fullest_code,type_branch,rep,cluster,Region,zip_code,combined,X1,X2,X3,X4,X5,X6,X7,X9,X10,X11,X12,X13,X14,X16,X19,X21,X22,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X35,X36,X37,X38,X39,X41,X42,X43,X45,X46,X47,X48,X49,X51,X52,X53,X57,X58,X59,X61,X62,X63,X64,X65,X67,X68,X69,X71,X72,X73,X74,X75,X77,X80,X82,X83,X84,X86,X89,X92,X93,X94,X95,X97,X98,X99,X103,X104,X105,X107,X108,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X123,X125,X126,X128,X129,X130,X132,X133,X135,X136,X137,X138,X139,X140,X141,X142,X143,X147,X149,X150,X152,X153,X155,X157,X158,X161,X162,X164,X165,X166,X168,X169,X171,X172,X175,X176,X177,X179,X180,X181,X184,X185,X187,X188,X189,X192,X194,X195,X196,X197,X198,X200,X202,X203,X207,X209,X210,X211,X212,X214,X216,X217,X218,X220,X221,X222,X223,X224,X225,X227,X230,X232,X233,X235,X236,X240,X241,X245,X246,X247,X248,X249,X250,X252,X253,X254,X256,X257,X262,X263,X264,X265,X266,X267,X268,X269,X270,X271,X272,X273,X274,X278,X279,X280,X281,X283,X285,X287,X288,X289,X290,X293,X294,X296,X297,X298,X299,X301,X306,X312,X313,X314,X315,X316,X317,X318,X319,X320,X321,X322,X324,X325,X329,X330,X331,X332,X334,X336,X337,X338,X339,X340,X341,X342,X343,X345,X346,X347,X348,X349,X350,X352,X353,X354,X359,X360,X363,X364,X367,X368,X369,X370,X371,X372,X373,X374,X375,X376,X377,X378,X379,X382,X384,X385,X386,X387,X390,X393,X394,X395,X398,X399,X401,X402,X403,X406,X407,X408,X409,X413,X414,X415,X416,X418,X419,X422,X424,X425,X426,X428,X429,X434,X435,X437,X438,X439,X441,X443,X444,X447,X449,X450,X454,X455,X456,X457,X458,X459,X460,X462,X464,X465,X466,X468,X469,X470,X472,X473,X479,X481,X482,X483,X488,X493,X494,X496,X499,X502,X503,X504,X505,X506,X507,X508,X509,X511,X512,X513,X514,X515,X516,X519,X520,X522,X523,X524,X526,X527,X529,X533,X535,X536,X539,X545,X546,X551,X553,X554,X555,X556,X557,X558,X559,X563,X564,X565,X566,X567,X568,X569,X570,X572,X574,X575,X577,X580,X581,X583,X584,X585,X587,X588,X589,X590,X591,X592,X593,X594,X597,X598,X600,X601,X602,X603,X604,X606,X610,X611,X615,X617,X619,X620,X622,X624,X627,X630,X632,X633,X634,X635,X637,X638,X640,X643,X644,X645,X647,X649,X650,X651,X653,X657,X660,X662,X664,X665,X666,X667,X669,X672,X673,X674,X675,X676,X678,X680,X681,X682,X683,X685,X688,X689,X691,X692,X693,X695,X697,X698,X699,X702,X704,X705,X706,X707,X710,X711,X713,X714,X715,X716,X717,X718,X720,X721,X724,X730,X733,X736,X737,X739,X741,X742,X743,X745,X746,X748,X750,X751,X753,X759,X760,X763,X764,X765,X766,X768,X772,X774,X775,X778,X779,X782,X791,X793,X794,X797,X798,X799,X802,X804,X805,X807,X808,X809,X810,X811,X812,X814,X815,X817,X818,X819,X820,X825,X826,X827,X828,X831,X832,X835,X836,X837,X841,X842,X843,X844,X845,X848,X854,X855,X857,X859,X860,X863,X865,X866,X868,X872,X873,X874,X875,X888,X890,X891,X892,X893,X894,X895,X896,X898,X899,X902,X903,X906,X912,X913,X914,X915,X916,X918,X919,X921,X923,X931,X933,X934,X935,X936,X941,X942,X943,X945,X946,X947,X948,X949,X950,X952,X953,X954,X956,X957,X959,X962,X963,X966,X967,X968,X969,X973,X974,X975,X980,X981,X983,X985,X991,X993,X997,X1000,X1003,X1006,X1007,X1010,X1013,X1016,X1018,X1020,X1022,X1024,X1026,X1027,X1029,X1030,X1031,X1033,X1034,X1037,X1038,X1039,X1040,X1045,X1046,X1047,X1048,X1050,X1051,X1055,X1058,X1059,X1063,X1069,X1070,X1072,X1076,X1077,X1079,X1084,X1085,X1086,X1092,X1094,X1095,X1096,X1098,X1099,X1100,X1101,X1105,X1106,X1107,X1108,X1109,X1112,X1116,X1117,X1119,X1121,X1123,X1124,X1125,X1129,X1138,X1145,X1148,X1151,X1152,X1161,X1163,X1171,X1172,X1176,X1178,X1179,X1180,X1181,X1183,X1185,X1188,X1189,X1191,X1193,X1207,X1208,X1209,X1210,X1213,X1216,X1222,X1223,X1226,X1228,X1230,X1232,X1234,X1238,X1242,X1243,X1249,X1255,X1256,X1258,X1262,X1263,X1264,X1265,X1266,X1267,X1276,X1282,X1283,X1284,X1285,X1287,X1288,X1289,X1293,X1295,X1296,X1297,X1305,X1307,X1310,X1313,X1316,X1317,X1319,X1320,X1322,X1323,X1324,X1326,X1327,X1333,X1334,X1337,X1343,X1345,X1346,X1347,X1351,X1352,X1360,X1362,X1363,X1365,X1366,X1375,X1378,X1379,X1380,X1384,X1386,X1391,X1393,X1396,X1399,X1400,X1402,X1404,X1406,X1409,X1413,X1415,X1416,X1417,X1419,X1424,X1429,X1430,X1431,X1432,X1433,X1434,X1435,X1442,X1444,X1448,X1449,X1453,X1455,X1457,X1458,X1459,X1460,X1464,X1465,X1468,X1470,X1472,X1473,X1474,X1476,X1478,X1480,X1481,X1482,X1483,X1485,X1488,X1491,X1494,X1496,X1500,X1501,X1503,X1504,X1505,X1506,X1507,X1508,X1511,X1512,X1514,X1515,X1516,X1517,X1519,X1520,X1521,X1522,X1525,X1526,X1529,X1530,X1531,X1532,X1536,X1538,X1540,X1541,X1542,X1543,X1545,X1546,X1549,X1550,X1551,X1554,X1555,X1557,X1559,X1560,X1561,X1563,X1564,X1565,X1573,X1575,X1578,X1580,X1582,X1583,X1585,X1587,X1589,X1590,X1591,X1592,X1597,X1599,X1600,X1603,X1605,X1606,X1612,X1614,X1616,X1619,X1622,X1623,X1624,X1625,X1627,X1628,X1633,X1635,X1643,X1650,X1651,X1652,X1653,X1655,X1656,X1659,X1665,X1666,X1667,X1669,X1670,X1671,X1673,X1675,X1678,X1681,X1687,X1689,X1690,X1692,X1698,X1700,X1701,X1702,X1710,X1714,X1718,X1719,X1721,X1723,X1725,X1726,X1727,X1728,X1729,X1731,X1736,X1737,X1740,X1743,X1745,X1747,X1749,X1751,X1754,X1755,X1756,X1759,X1764,X1766,X1770,X1772,X1777,X1779,X1782,X1784,X1785,X1786,X1792,X1794,X1800,X1801,X1802,X1805,X1809,X1812,X1813,X1814,X1815,X1816,X1825,X1826,X1832,X1833,X1834,X1839,X1842,X1844,X1845,X1846,X1847,X1849,X1852,X1853,X1857,X1860,X1861,X1869,X1871,X1874,X1875,X1876,X1884,X1886,X1888,X1891,X1897,X1898,X1902,X1904,X1910,X1915,X1923,X1931,X1932,X1935,X1937,X1943,X1944,X1952,X1953,X1957,X1959,X1960,X1961,X1965,X1970,X1972,X1974,X1976,X1977,X1984,X1987,X1989,X1993,X1998,X2001,X2002,X2008,X2009,X2012,X2014,X2019,X2020,X2027,X2028,X2035,X2036,X2038,X2040,X2046,X2051,X2052,X2058,X2059,X2061,X2062,X2064,X2068,X2071,X2073,X2074,X2079,X2081,X2082,X2084,X2088,X2090,X2092,X2095,X2096,X2097,X2100,X2103,X2104,X2105,X2107,X2111,X2113,X2120,X2121,X2126,X2129,X2131,X2137,X2139,X2143,X2146,X2147,X2150,X2153,X2159,X2160,X2167,X2172,X2181,X2183,X2184,X2185,X2186,X2188,X2190,X2191,X2192,X2193,X2194,X2195,X2199,X2200,X2206,X2207,X2209,X2217,X2218,X2219,X2220,X2223,X2224,X2226,X2227,X2228,X2229,X2230,X2231,X2232,X2233,X2235,X2236,X2237,X2238,X2241,X2243,X2245,X2248,X2250,X2262,X2266,X2269,X2270,X2271,X2273,X2282,X2287,X2290,X2291,X2292,X2295,X2296,X2297,X2303,X2308,X2310,X2311,X2314,X2319,X2323,X2324,X2327,X2329,X2331,X2333,X2337,X2338,X2339,X2340,X2342,X2349,X2355,X2360,X2361,X2362,X2365,X2367,X2368,X2372,X2380,X2381,X2387,X2388,X2389,X2391,X2394,X2395,X2397,X2399,X2400,X2403,X2404,X2407,X2414,X2417,X2419,X2421,X2432,X2435,X2438,X2441,X2442,X2446,X2449,X2450,X2451,X2454,X2455,X2456,X2462,X2469,X2475,X2477,X2478,X2480,X2482,X2485,X2486,X2494,X2495,X2497,X2499,X2502,X2503,X2504,X2511,X2515,X2517,X2519,X2522,X2529,X2530,X2534,X2535,X2539,X2541,X2543,X2552,X2554,X2556,X2557,X2558,X2561,X2569,X2572,X2575,X2581,X2583,X2585,X2587,X2589,X2596,X2602,X2603,X2607,X2614,X2618,X2620,X2621,X2623,X2624,X2626,X2628,X2632,X2639,X2641,X2642,X2644,X2653,X2654,X2658,X2660,X2665,X2666,X2670,X2672,X2674,X2675,X2678,X2680,X2681,X2684,X2690,X2695,X2700,X2701,X2702,X2704,X2705,X2713,X2718,X2719,X2722,X2723,X2726,X2727,X2733,X2736,X2737,X2742,X2743,X2744,X2751,X2760,X2761,X2762,X2763,X2773,X2774,X2787,X2790,X2792,X2793,X2798,X2800,X2801,X2804,X2805,X2806,X2808,X2810,X2813,X2814,X2823,X2826,X2827,X2828,X2829,X2830,X2834,X2838,X2839,X2844,X2849,X2860,X2862,X2863,X2866,X2870,X2872,X2873,X2876,X2882,X2887,X2888,X2890,X2893,X2897,X2904,X2908,X2910,X2911,X2913,X2914,X2915,X2917,X2925,X2927,X2929,X2934,X2936,X2937,X2939,X2946,X2947,X2951,X2952,X2955,X2957,X2960,X2962,X2964,X2970,X2976,X2979,X2980,X2984,X2986,X2987,X2991,X2994,X2995,X2997,X2999,X3020,X3025,X3037,X3039,X3044,X3053,X3062,X3069,X3073,X3077,X3089,X3109,X3111,X3117,X3119,X3121,X3125,X3131,X3132,X3136,X3139,X3143,X3150,X3152,X3153,X3156,X3158,X3160,X3163,X3165,X3166,X3171,X3178,X3179,X3180,X3184,X3190,X3191,X3195,X3201,X3210,X3212,X3213,X3215,X3217,X3232,X3236,X3246,X3247,X3250,X3251,X3253,X3254,X3260,X3262,X3267,X3274,X3286,X3291,X3293,X3297,X3298,X3314,X3315,X3316,X3324,X3328,X3349,X3354,X3361,X3364,X3367,X3373,X3382,X3388,X3397,X3406,X3412,X3417,X3420,X3422,X3429,X3435,X3444,X3450,X3451,X3454,X3460,X3462,X3467,X3469,X3479,X3482,X3498,X3509,X3517,X3522,X3527,X3531,X3537,X3538,X3566,X3572,X3578,X3580,X3585,X3587,X3597,X3604,X3605,X3606,X3607,X3611,X3614,X3636,X3637,X3641,X3643,X3648,X3656,X3664,X3669,X3670,X3676,X3679,X3686,X3691,X3700,X3708,X3716,X3720,X3727,X3728,X3738,X3747,X3748,X3749,X3750,X3752,X3768,X3774,X3779,X3780,X3782,X3785,X3791,X3800,X3803,X3815,X3816,X3838,X3842,X3844,X3850,X3853,X3855,X3859,X3868,X3879,X3886,X3909,X3918,X3926,X3945,X3955,X3957,X3960,X3985,X3994,X3997,X4008,X4015,X4019,X4037,X4053,X4068,X4071,X4073,X4084,X4098,X4104,X4111,X4122,X4125,X4129,X4130,X4151,X4161,X4164,X4171,X4175,X4190,X4191,X4194,X4198,X4201,X4204,X4216,X4221,X4228,X4234,X4239,X4240,X4243,X4244,X4256,X4259,X4261,X4269,X4270,X4284,X4302,X4307,X4310,X4320,X4322,X4324,X4329,X4337,X4338,X4343,X4353,X4357,X4366,X4375,X4388,X4390,X4406,X4408,X4416,X4429,X4448,X4451,X4462,X4491,X4492,X4494,X4507,X4509,X4514,X4523,X4535,X4537,X4541,X4543,X4544,X4584,X4587,X4607,X4617,X4626,X4630,X4641,X4645,X4656,X4679,X4690,X4707,X4715,X4719,X4750,X4754,X4771,X4772,X4786,X4799,X4823,X4854,X4886,X4929,X4934,X4971,X4976,X4985,X5020,X5046,X5085,X5123,X5134,X5147,X5181,X5202,X5228
X101-H7a,Vicky1.a1.101.H7A.mzXML.Peak.area,Vicky1-a1-101-H7A.mzXML,isolate,101-H7,SC,Vicky1-a1-101-H7A,branch_u,a,cluster_1,Southeast,29203,cluster_1-branch_u,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
X101-H7b,Vicky1.a1.101.H7B.mzXML.Peak.area,Vicky1-a1-101-H7B.mzXML,isolate,101-H7,SC,Vicky1-a1-101-H7B,branch_u,b,cluster_1,Southeast,29203,cluster_1-branch_u,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
