"x"
"1",326.306100389103
"2",601.620689996437
"3",838.873100092571
"4",1047.90166171428
"5",1235.14460975958
"6",1403.70141842004
"7",1557.12638984022
"8",1698.06984717324
"9",1827.52945413165
"10",1947.65740850249
"11",2058.95038272659
"12",2162.71796052195
"13",2260.03052747407
"14",2351.03495728756
"15",2436.59713015181
"16",2517.44038732556
"17",2593.55432119861
"18",2665.55133309265
"19",2733.94997987103
"20",2798.66397274409
"21",2860.14681628298
"22",2918.78607625533
"23",2974.45943137383
"24",3027.5145705874
"25",3078.25052868603
"26",3126.5302614509
"27",3172.75321348162
"28",3216.77956418525
"29",3258.84595757544
"30",3299.15703409749
"31",3337.57528318445
"32",3374.29353721062
"33",3409.4785713788
"34",3443
