"x"
"1",329.265377018091
"2",540.086355322881
"3",686.814980111005
"4",796.004919929125
"5",882.30599351684
"6",953.557586802721
"7",1014.32476047592
"8",1067.42151589178
"9",1114.78404198726
"10",1157.43351952092
"11",1196.37029215526
"12",1232.23876247087
"13",1265.5234649371
"14",1296.59741572099
"15",1325.82139394223
"16",1353.29089367379
"17",1379.26855104344
"18",1403.91174732329
"19",1427.35207561608
"20",1449.75310382972
"21",1471.1032698707
"22",1491.53943970136
"23",1511.13312102349
"24",1529.94704383978
"25",1548.03661565229
"26",1565.49196543272
"27",1582.27385885122
"28",1598.46425243176
"29",1614.09878926976
"30",1629.20975986981
"31",1643.82653104388
"32",1658.00921802711
"33",1671.71472198562
"34",1685
