"merge","filename.x","TYPE","BOX_AND_CODE","STATE","fullest_code","type_branch","rep","cluster","Region","zip_code","combined","otu_count"
"263-C1b","Vicky3-a9-263-C1B.mzXML","isolate","263-C1","CA","Vicky3-a9-263-C1B","branch_v","b","clu6_2","West",92673,"clu6_2-branch_v",162
"263-C2a","Vicky1-e1-263-C2A.mzXML","isolate","263-C2","CA","Vicky1-e1-263-C2A","branch_u","a","clu6_1","West",92673,"clu6_1-branch_u",746
"263-C2b","Vicky1-e1-263-C2B.mzXML","isolate","263-C2","CA","Vicky1-e1-263-C2B","branch_u","b","clu6_1","West",92673,"clu6_1-branch_u",554
"264-C2a","Vicky1-c4-264-C2A.mzXML","isolate","264-C2","UT","Vicky1-c4-264-C2A","branch_y","a","clu6_3","Southwest",84321,"clu6_3-branch_y",548
"264-C2b","Vicky1-c4-264-C2B.mzXML","isolate","264-C2","UT","Vicky1-c4-264-C2B","branch_y","b","clu6_3","Southwest",84321,"clu6_3-branch_y",388
"264-D2a","Vicky1-e12-264-D2A.mzXML","isolate","264-D2","UT","Vicky1-e12-264-D2A","branch_y","a","clu6_3","Southwest",84321,"clu6_3-branch_y",354
"264-D2b","Vicky1-e12-264-D2B.mzXML","isolate","264-D2","UT","Vicky1-e12-264-D2B","branch_y","b","clu6_3","Southwest",84321,"clu6_3-branch_y",450
"266-C12a","Vicky1-h3-266-C12A.mzXML","isolate","266-C12","CA","Vicky1-h3-266-C12A","branch_u","a","clu6_1","West",92694,"clu6_1-branch_u",527
"266-C12b","Vicky1-h3-266-C12B.mzXML","isolate","266-C12","CA","Vicky1-h3-266-C12B","branch_u","b","clu6_1","West",92694,"clu6_1-branch_u",243
"266-H2a","Vicky1-e9-266-H2A.mzXML","isolate","266-H2","CA","Vicky1-e9-266-H2A","branch_u","a","clu6_1","West",92675,"clu6_1-branch_u",401
"266-H2b","Vicky1-e9-266-H2B.mzXML","isolate","266-H2","CA","Vicky1-e9-266-H2B","branch_u","b","clu6_1","West",92675,"clu6_1-branch_u",346
"267-A5a","Vicky1-f8-267-A5A.mzXML","isolate","267-A5","UT","Vicky1-f8-267-A5A","branch_u","a","clu6_1","Southwest",84321,"clu6_1-branch_u",676
"267-A5b","Vicky1-f8-267-A5B.mzXML","isolate","267-A5","UT","Vicky1-f8-267-A5B","branch_u","b","clu6_1","Southwest",84321,"clu6_1-branch_u",488
"267-B12a","Vicky1-e11-267-B12A.mzXML","isolate","267-B12","UT","Vicky1-e11-267-B12A","branch_u","a","clu6_1","Southwest",84321,"clu6_1-branch_u",390
"267-B12b","Vicky1-e11-267-B12B.mzXML","isolate","267-B12","UT","Vicky1-e11-267-B12B","branch_u","b","clu6_1","Southwest",84321,"clu6_1-branch_u",423
"267-F12a","Vicky2-g11-267-F12A.mzXML","isolate","267-F12","UT","Vicky2-g11-267-F12A","branch_v","a","clu6_4","Southwest",84321,"clu6_4-branch_v",304
"267-F12b","Vicky2-g11-267-F12B.mzXML","isolate","267-F12","UT","Vicky2-g11-267-F12B","branch_v","b","clu6_4","Southwest",84321,"clu6_4-branch_v",212
"267-G2a","Vicky2-g10-267-G2A.mzXML","isolate","267-G2","CA","Vicky2-g10-267-G2A","branch_u","a","clu6_1","West",92694,"clu6_1-branch_u",534
"267-G2b","Vicky2-g10-267-G2B.mzXML","isolate","267-G2","CA","Vicky2-g10-267-G2B","branch_u","b","clu6_1","West",92694,"clu6_1-branch_u",543
"268-A6a","Vicky1-d9-268-A6A.mzXML","isolate","268-A6","CA","Vicky1-d9-268-A6A","branch_u","a","clu6_2","West",92675,"clu6_2-branch_u",391
"268-A6b","Vicky1-d9-268-A6B.mzXML","isolate","268-A6","CA","Vicky1-d9-268-A6B","branch_u","b","clu6_2","West",92675,"clu6_2-branch_u",639
"268-A8a","Vicky2-b4-268-A8A.mzXML","isolate","268-A8","CA","Vicky2-b4-268-A8A","branch_u","a","clu6_1","West",92675,"clu6_1-branch_u",488
"268-A8b","Vicky2-b4-268-A8B.mzXML","isolate","268-A8","CA","Vicky2-b4-268-A8B","branch_u","b","clu6_1","West",92675,"clu6_1-branch_u",399
"268-B1a","Vicky1-h2-268-B1A.mzXML","isolate","268-B1","CA","Vicky1-h2-268-B1A","branch_u","a","clu6_1","West",92694,"clu6_1-branch_u",609
"268-B1b","Vicky1-h2-268-B1B.mzXML","isolate","268-B1","CA","Vicky1-h2-268-B1B","branch_u","b","clu6_1","West",92694,"clu6_1-branch_u",495
"268-F1a","Vicky1-c1-268-F1A.mzXML","isolate","268-F1","UT","Vicky1-c1-268-F1A","branch_y","a","clu6_3","Southwest",84341,"clu6_3-branch_y",673
"268-F1b","Vicky1-c1-268-F1B.mzXML","isolate","268-F1","UT","Vicky1-c1-268-F1B","branch_y","b","clu6_3","Southwest",84341,"clu6_3-branch_y",485
"269-B2a","Vicky2-a1-269-B2A.mzXML","isolate","269-B2","WY","Vicky2-a1-269-B2A","branch_v","a","clu6_5","West North Central",82434,"clu6_5-branch_v",686
"269-B2b","Vicky2-a1-269-B2B.mzXML","isolate","269-B2","WY","Vicky2-a1-269-B2B","branch_v","b","clu6_5","West North Central",82434,"clu6_5-branch_v",438
"269-B4a","Vicky2-g3-269-B4A.mzXML","isolate","269-B4","WY","Vicky2-g3-269-B4A","branch_u","a","clu6_1","West North Central",82434,"clu6_1-branch_u",799
"269-B4b","Vicky2-g3-269-B4B.mzXML","isolate","269-B4","WY","Vicky2-g3-269-B4B","branch_u","b","clu6_1","West North Central",82434,"clu6_1-branch_u",586
"269-D2a","Vicky1-c2-269-D2A.mzXML","isolate","269-D2","UT","Vicky1-c2-269-D2A","branch_y","a","clu6_3","Southwest",84322,"clu6_3-branch_y",516
"269-D2b","Vicky1-c2-269-D2B.mzXML","isolate","269-D2","UT","Vicky1-c2-269-D2B","branch_y","b","clu6_3","Southwest",84322,"clu6_3-branch_y",402
"269-E10a","Vicky1-h5-269-E10A.mzXML","isolate","269-E10","UT","Vicky1-h5-269-E10A","branch_w","a","clu6_2","Southwest",84318,"clu6_2-branch_w",317
"269-E10b","Vicky1-h5-269-E10B.mzXML","isolate","269-E10","UT","Vicky1-h5-269-E10B","branch_w","b","clu6_2","Southwest",84318,"clu6_2-branch_w",246
"269-E9a","Vicky1-h4-269-E9A.mzXML","isolate","269-E9","UT","Vicky1-h4-269-E9A","branch_w","a","clu6_2","Southwest",84318,"clu6_2-branch_w",216
"269-E9b","Vicky1-h4-269-E9B.mzXML","isolate","269-E9","UT","Vicky1-h4-269-E9B","branch_w","b","clu6_2","Southwest",84318,"clu6_2-branch_w",317
"272-A11a","Vicky1-e6-272-A11A.mzXML","isolate","272-A11","CA","Vicky1-e6-272-A11A","branch_u","a","clu6_1","West",91351,"clu6_1-branch_u",542
"272-A11b","Vicky1-e6-272-A11B.mzXML","isolate","272-A11","CA","Vicky1-e6-272-A11B","branch_u","b","clu6_1","West",91351,"clu6_1-branch_u",483
"272-A8a","Vicky2-b3-272-A8A.mzXML","isolate","272-A8","CA","Vicky2-b3-272-A8A","branch_u","a","clu6_1","West",91351,"clu6_1-branch_u",604
"272-A8b","Vicky2-b3-272-A8B.mzXML","isolate","272-A8","CA","Vicky2-b3-272-A8B","branch_u","b","clu6_1","West",91351,"clu6_1-branch_u",447
"275-C3a","Vicky1-e4-275-C3A.mzXML","isolate","275-C3","MO","Vicky1-e4-275-C3A","branch_u","a","clu6_1","Central",64015,"clu6_1-branch_u",377
"275-C3b","Vicky1-e4-275-C3B.mzXML","isolate","275-C3","MO","Vicky1-e4-275-C3B","branch_u","b","clu6_1","Central",64015,"clu6_1-branch_u",504
"279-H6a","Vicky1-e3-279-H6A.mzXML","isolate","279-H6","WA","Vicky1-e3-279-H6A","branch_u","a","clu6_1","Northwest",99125,"clu6_1-branch_u",728
"279-H6b","Vicky1-e3-279-H6B.mzXML","isolate","279-H6","WA","Vicky1-e3-279-H6B","branch_u","b","clu6_1","Northwest",99125,"clu6_1-branch_u",514
"280-A8a","Vicky1-d5-280-A8A.mzXML","isolate","280-A8","CA","Vicky1-d5-280-A8A","branch_u","a","clu6_1","West",92570,"clu6_1-branch_u",635
"280-A8b","Vicky1-d5-280-A8B.mzXML","isolate","280-A8","CA","Vicky1-d5-280-A8B","branch_u","b","clu6_1","West",92570,"clu6_1-branch_u",394
"280-B9a","Vicky3-c1-280-B9A.mzXML","isolate","280-B9","CA","Vicky3-c1-280-B9A","branch_u","a","clu6_1","West",95125,"clu6_1-branch_u",380
"280-B9b","Vicky3-c1-280-B9B.mzXML","isolate","280-B9","CA","Vicky3-c1-280-B9B","branch_u","b","clu6_1","West",95125,"clu6_1-branch_u",433
"282-B3a","Vicky2-f1-282-B3A.mzXML","isolate","282-B3","UT","Vicky2-f1-282-B3A","branch_v","a","clu6_4","Southwest",84337,"clu6_4-branch_v",357
"282-B3b","Vicky2-f1-282-B3B.mzXML","isolate","282-B3","UT","Vicky2-f1-282-B3B","branch_v","b","clu6_4","Southwest",84337,"clu6_4-branch_v",379
"282-B6a","Vicky2-a12-282-B6A.mzXML","isolate","282-B6","UT","Vicky2-a12-282-B6A","branch_w","a","clu6_2","Southwest",84337,"clu6_2-branch_w",324
"282-B6b","Vicky2-a12-282-B6B.mzXML","isolate","282-B6","UT","Vicky2-a12-282-B6B","branch_w","b","clu6_2","Southwest",84337,"clu6_2-branch_w",289
"282-E10a","Vicky1-e7-282-E10A.mzXML","isolate","282-E10","MD","Vicky1-e7-282-E10A","branch_u","a","clu6_1","Northeast",21219,"clu6_1-branch_u",472
"282-E10b","Vicky1-e7-282-E10B.mzXML","isolate","282-E10","MD","Vicky1-e7-282-E10B","branch_u","b","clu6_1","Northeast",21219,"clu6_1-branch_u",548
"286-G9a","Vicky2-c3-286-G9A.mzXML","isolate","286-G9","OH","Vicky2-c3-286-G9A","branch_x","a","clu6_2","Central",44621,"clu6_2-branch_x",154
"286-G9b","Vicky2-c3-286-G9B.mzXML","isolate","286-G9","OH","Vicky2-c3-286-G9B","branch_x","b","clu6_2","Central",44621,"clu6_2-branch_x",95
"295-C11a","Vicky2-e1-295-C11A.mzXML","isolate","295-C11","ID","Vicky2-e1-295-C11A","branch_v","a","clu6_4","Northwest",83301,"clu6_4-branch_v",280
"295-C11b","Vicky2-e1-295-C11B.mzXML","isolate","295-C11","ID","Vicky2-e1-295-C11B","branch_v","b","clu6_4","Northwest",83301,"clu6_4-branch_v",179
"296-H5a","Vicky2-g1-296-H5A.mzXML","isolate","296-H5","UT","Vicky2-g1-296-H5A","branch_v","a","clu6_4","Southwest",84041,"clu6_4-branch_v",286
"296-H5b","Vicky2-g1-296-H5B.mzXML","isolate","296-H5","UT","Vicky2-g1-296-H5B","branch_v","b","clu6_4","Southwest",84041,"clu6_4-branch_v",272
"306-B5a","Vicky1-d6-306-B5A.mzXML","isolate","306-B5","AZ","Vicky1-d6-306-B5A","branch_u","a","clu6_2","Southwest",85255,"clu6_2-branch_u",1308
"306-B5b","Vicky1-d6-306-B5B.mzXML","isolate","306-B5","AZ","Vicky1-d6-306-B5B","branch_u","b","clu6_2","Southwest",85255,"clu6_2-branch_u",1299
"307-A3a","Vicky1-e2-307-A3A.mzXML","isolate","307-A3","MO","Vicky1-e2-307-A3A","branch_u","a","clu6_1","Central",64015,"clu6_1-branch_u",501
"307-A3b","Vicky1-e2-307-A3B.mzXML","isolate","307-A3","MO","Vicky1-e2-307-A3B","branch_u","b","clu6_1","Central",64015,"clu6_1-branch_u",538
"307-C11a","Vicky1-d4-307-C11A.mzXML","isolate","307-C11","CA","Vicky1-d4-307-C11A","branch_u","a","clu6_1","West",95125,"clu6_1-branch_u",530
"307-C11b","Vicky1-d4-307-C11B.mzXML","isolate","307-C11","CA","Vicky1-d4-307-C11B","branch_u","b","clu6_1","West",95125,"clu6_1-branch_u",582
"308-A12a","Vicky2-e4-308-A12A.mzXML","isolate","308-A12","CO","Vicky2-e4-308-A12A","branch_v","a","clu6_4","Southwest",80401,"clu6_4-branch_v",344
"308-A12b","Vicky2-e4-308-A12B.mzXML","isolate","308-A12","CO","Vicky2-e4-308-A12B","branch_v","b","clu6_4","Southwest",80401,"clu6_4-branch_v",319
"308-G8a","Vicky3-a1-308-G8A.mzXML","isolate","308-G8","CA","Vicky3-a1-308-G8A","branch_u","a","clu6_1","West",95673,"clu6_1-branch_u",403
"308-G8b","Vicky3-a1-308-G8B.mzXML","isolate","308-G8","CA","Vicky3-a1-308-G8B","branch_u","b","clu6_2","West",95673,"clu6_2-branch_u",507
"310-A12a","Vicky2-h1-310-A12A.mzXML","isolate","310-A12","AZ","Vicky2-h1-310-A12A","branch_v","a","clu6_5","Southwest",85086,"clu6_5-branch_v",721
"310-A12b","Vicky2-h1-310-A12B.mzXML","isolate","310-A12","AZ","Vicky2-h1-310-A12B","branch_v","b","clu6_5","Southwest",85086,"clu6_5-branch_v",233
"310-G10a","Vicky1-c6-310-G10A.mzXML","isolate","310-G10","OK","Vicky1-c6-310-G10A","branch_u","a","clu6_1","South",73119,"clu6_1-branch_u",906
"310-G10b","Vicky1-c6-310-G10B.mzXML","isolate","310-G10","OK","Vicky1-c6-310-G10B","branch_u","b","clu6_1","South",73119,"clu6_1-branch_u",724
"315-H8a","Vicky2-h8-315-H8B.mzXML","isolate","315-H8","CO","Vicky2-h8-315-H8B","branch_v","a","clu6_4","Southwest",81101,"clu6_4-branch_v",475
"315-H8b","Vicky2-h8-315-H8A.mzXML","isolate","315-H8","CO","Vicky2-h8-315-H8A","branch_v","b","clu6_4","Southwest",81101,"clu6_4-branch_v",527
"316-E1a","Vicky1-d8-316-E1A.mzXML","isolate","316-E1","NV","Vicky1-d8-316-E1A","branch_u","a","clu6_1","West",89406,"clu6_1-branch_u",826
"316-E1b","Vicky1-d8-316-E1B.mzXML","isolate","316-E1","NV","Vicky1-d8-316-E1B","branch_u","b","clu6_1","West",89406,"clu6_1-branch_u",717
"316-E2a","Vicky1-c7-316-E2A.mzXML","isolate","316-E2","NV","Vicky1-c7-316-E2A","branch_u","a","clu6_1","West",89406,"clu6_1-branch_u",720
"316-E2b","Vicky1-c7-316-E2B.mzXML","isolate","316-E2","NV","Vicky1-c7-316-E2B","branch_u","b","clu6_1","West",89406,"clu6_1-branch_u",973
"319-E8a","Vicky1-f12-319-E8A.mzXML","isolate","319-E8","CT","Vicky1-f12-319-E8A","branch_u","a","clu6_1","Northeast",6902,"clu6_1-branch_u",461
"319-E8b","Vicky1-f12-319-E8B.mzXML","isolate","319-E8","CT","Vicky1-f12-319-E8B","branch_u","b","clu6_1","Northeast",6902,"clu6_1-branch_u",768
"323-A8a","Vicky2-g5-323-A8A.mzXML","isolate","323-A8","WA","Vicky2-g5-323-A8A","branch_v","a","clu6_2","Northwest",99166,"clu6_2-branch_v",204
"323-A8b","Vicky2-g5-323-A8B.mzXML","isolate","323-A8","WA","Vicky2-g5-323-A8B","branch_v","b","clu6_2","Northwest",99166,"clu6_2-branch_v",146
"325-E11a","Vicky2-c2-325-E11A.mzXML","isolate","325-E11","TX","Vicky2-c2-325-E11A","branch_x","a","clu6_6","South",75218,"clu6_6-branch_x",382
"325-E11b","Vicky2-c2-325-E11B.mzXML","isolate","325-E11","TX","Vicky2-c2-325-E11B","branch_x","b","clu6_6","South",75218,"clu6_6-branch_x",346
"326-C4a","Vicky2-h6-326-C4B.mzXML","isolate","326-C4","NV","Vicky2-h6-326-C4B","branch_v","a","clu6_5","West",89436,"clu6_5-branch_v",339
"326-C4b","Vicky2-h6-326-C4A.mzXML","isolate","326-C4","NV","Vicky2-h6-326-C4A","branch_v","b","clu6_5","West",89436,"clu6_5-branch_v",517
"330-C2a","Vicky1-g2-330-C2A.mzXML","isolate","330-C2","IL","Vicky1-g2-330-C2A","branch_u","a","clu6_1","Central",60304,"clu6_1-branch_u",369
"330-C2b","Vicky1-g2-330-C2B.mzXML","isolate","330-C2","IL","Vicky1-g2-330-C2B","branch_u","b","clu6_1","Central",60304,"clu6_1-branch_u",236
"331-B9a","Vicky3-a3-331-B9A.mzXML","isolate","331-B9","FL","Vicky3-a3-331-B9A","branch_u","a","clu6_2","Southeast",32578,"clu6_2-branch_u",935
"331-B9b","Vicky3-a3-331-B9B.mzXML","isolate","331-B9","FL","Vicky3-a3-331-B9B","branch_u","b","clu6_2","Southeast",32578,"clu6_2-branch_u",484
"331-G7a","Vicky1-g4-331-G7A.mzXML","isolate","331-G7","UT","Vicky1-g4-331-G7A","branch_u","a","clu6_1","Southwest",84651,"clu6_1-branch_u",615
"331-G7b","Vicky1-g4-331-G7B.mzXML","isolate","331-G7","UT","Vicky1-g4-331-G7B","branch_u","b","clu6_1","Southwest",84651,"clu6_1-branch_u",540
"333-A8a","Vicky2-f6-333-A8A.mzXML","isolate","333-A8","AZ","Vicky2-f6-333-A8A","branch_v","a","clu6_5","Southwest",85013,"clu6_5-branch_v",473
"333-A8b","Vicky2-f6-333-A8B.mzXML","isolate","333-A8","AZ","Vicky2-f6-333-A8B","branch_v","b","clu6_5","Southwest",85013,"clu6_5-branch_v",430
"333-E11a","Vicky1-g1-333-E11A.mzXML","isolate","333-E11","OK","Vicky1-g1-333-E11A","branch_u","a","clu6_2","South",73112,"clu6_2-branch_u",1103
"333-E11b","Vicky1-g1-333-E11B.mzXML","isolate","333-E11","OK","Vicky1-g1-333-E11B","branch_u","b","clu6_1","South",73112,"clu6_1-branch_u",589
"334-A8a","Vicky1-g12-334-A8A.mzXML","isolate","334-A8","UT","Vicky1-g12-334-A8A","branch_w","a","clu6_2","Southwest",84321,"clu6_2-branch_w",348
"334-A8b","Vicky1-g12-334-A8B.mzXML","isolate","334-A8","UT","Vicky1-g12-334-A8B","branch_w","b","clu6_2","Southwest",84321,"clu6_2-branch_w",247
"335-F9a","Vicky2-d7-335-F9A.mzXML","isolate","335-F9","NY","Vicky2-d7-335-F9A","branch_v","a","clu6_4","Northeast",10709,"clu6_4-branch_v",347
"335-F9b","Vicky2-d7-335-F9B.mzXML","isolate","335-F9","NY","Vicky2-d7-335-F9B","branch_v","b","clu6_4","Northeast",10709,"clu6_4-branch_v",412
"337-A5a","Vicky1-f2-337-A5A.mzXML","isolate","337-A5","AZ","Vicky1-f2-337-A5A","branch_u","a","clu6_1","Southwest",85637,"clu6_1-branch_u",459
"337-A5b","Vicky1-f2-337-A5B.mzXML","isolate","337-A5","AZ","Vicky1-f2-337-A5B","branch_u","b","clu6_1","Southwest",85637,"clu6_1-branch_u",337
"337-B2a","Vicky1-g6-337-B2A.mzXML","isolate","337-B2","AL","Vicky1-g6-337-B2A","branch_u","a","clu6_1","Southeast",36083,"clu6_1-branch_u",358
"337-B2b","Vicky1-g6-337-B2B.mzXML","isolate","337-B2","AL","Vicky1-g6-337-B2B","branch_u","b","clu6_1","Southeast",36083,"clu6_1-branch_u",278
"339-A11a","Vicky2-h2-339-A11B.mzXML","isolate","339-A11","AZ","Vicky2-h2-339-A11B","branch_u","a","clu6_1","Southwest",85006,"clu6_1-branch_u",199
"339-A11b","Vicky2-h2-339-A11A.mzXML","isolate","339-A11","AZ","Vicky2-h2-339-A11A","branch_u","b","clu6_1","Southwest",85006,"clu6_1-branch_u",405
"339-F8a","Vicky2-d8-339-F8A.mzXML","isolate","339-F8","OR","Vicky2-d8-339-F8A","branch_v","a","clu6_4","Northwest",97216,"clu6_4-branch_v",258
"339-F8b","Vicky2-d8-339-F8B.mzXML","isolate","339-F8","OR","Vicky2-d8-339-F8B","branch_v","b","clu6_4","Northwest",97216,"clu6_4-branch_v",233
"340-B7a","Vicky3-a7-340-B7A.mzXML","isolate","340-B7","AZ","Vicky3-a7-340-B7A","branch_u","a","clu6_1","Southwest",85006,"clu6_1-branch_u",720
"340-B7b","Vicky3-a7-340-B7B.mzXML","isolate","340-B7","AZ","Vicky3-a7-340-B7B","branch_u","b","clu6_1","Southwest",85006,"clu6_1-branch_u",672
"342-G4a","Vicky1-f3-342-G4A.mzXML","isolate","342-G4","OK","Vicky1-f3-342-G4A","branch_u","a","clu6_1","South",74047,"clu6_1-branch_u",809
"342-G4b","Vicky1-f3-342-G4B.mzXML","isolate","342-G4","OK","Vicky1-f3-342-G4B","branch_u","b","clu6_1","South",74047,"clu6_1-branch_u",753
"342-G5a","Vicky1-g7-342-G5A.mzXML","isolate","342-G5","OK","Vicky1-g7-342-G5A","branch_u","a","clu6_1","South",74047,"clu6_1-branch_u",577
"342-G5b","Vicky1-g7-342-G5B.mzXML","isolate","342-G5","OK","Vicky1-g7-342-G5B","branch_u","b","clu6_1","South",74047,"clu6_1-branch_u",631
"346-A6a","Vicky1-h8-346-A6A.mzXML","isolate","346-A6","AZ","Vicky1-h8-346-A6A","branch_u","a","clu6_1","Southwest",85006,"clu6_1-branch_u",535
"346-A6b","Vicky1-h8-346-A6B.mzXML","isolate","346-A6","AZ","Vicky1-h8-346-A6B","branch_u","b","clu6_1","Southwest",85006,"clu6_1-branch_u",514
"347-B1a","Vicky2-f9-347-B1A.mzXML","isolate","347-B1","CA","Vicky2-f9-347-B1A","branch_v","a","clu6_5","West",92373,"clu6_5-branch_v",492
"347-B1b","Vicky2-f9-347-B1B.mzXML","isolate","347-B1","CA","Vicky2-f9-347-B1B","branch_v","b","clu6_5","West",92373,"clu6_5-branch_v",221
"347-D10a","Vicky1-g9-347-D10A.mzXML","isolate","347-D10","OK","Vicky1-g9-347-D10A","branch_u","a","clu6_1","South",73055,"clu6_1-branch_u",354
"347-D10b","Vicky1-g9-347-D10B.mzXML","isolate","347-D10","OK","Vicky1-g9-347-D10B","branch_u","b","clu6_1","South",73055,"clu6_1-branch_u",326
"347-D12a","Vicky1-f4-347-D12A.mzXML","isolate","347-D12","NE","Vicky1-f4-347-D12A","branch_u","a","clu6_1","West North Central",68901,"clu6_1-branch_u",655
"347-D12b","Vicky1-f4-347-D12B.mzXML","isolate","347-D12","NE","Vicky1-f4-347-D12B","branch_u","b","clu6_1","West North Central",68901,"clu6_1-branch_u",606
"348-B5a","Vicky2-g8-348-B5A.mzXML","isolate","348-B5","CA","Vicky2-g8-348-B5A","branch_v","a","clu6_5","West",95110,"clu6_5-branch_v",345
"348-B5b","Vicky2-g8-348-B5B.mzXML","isolate","348-B5","CA","Vicky2-g8-348-B5B","branch_v","b","clu6_5","West",95110,"clu6_5-branch_v",339
"349-G2a","Vicky1-h7-349-G2A.mzXML","isolate","349-G2","TX","Vicky1-h7-349-G2A","branch_u","a","clu6_1","South",77511,"clu6_1-branch_u",575
"349-G2b","Vicky1-h7-349-G2B.mzXML","isolate","349-G2","TX","Vicky1-h7-349-G2B","branch_u","b","clu6_1","South",77511,"clu6_1-branch_u",474
"352-A7a","Vicky1-g8-352-A7A.mzXML","isolate","352-A7","CA","Vicky1-g8-352-A7A","branch_u","a","clu6_1","West",92705,"clu6_1-branch_u",899
"352-A7b","Vicky1-g8-352-A7B.mzXML","isolate","352-A7","CA","Vicky1-g8-352-A7B","branch_u","b","clu6_1","West",92705,"clu6_1-branch_u",614
"353-E9a","Vicky2-a7-353-E9A.mzXML","isolate","353-E9","MT","Vicky2-a7-353-E9A","branch_u","a","clu6_1","West North Central",59054,"clu6_1-branch_u",700
"353-E9b","Vicky2-a7-353-E9B.mzXML","isolate","353-E9","MT","Vicky2-a7-353-E9B","branch_u","b","clu6_1","West North Central",59054,"clu6_1-branch_u",598
"354-B6a","Vicky2-a6-354-B6A.mzXML","isolate","354-B6","OH","Vicky2-a6-354-B6A","branch_x","a","clu6_6","Central",44266,"clu6_6-branch_x",246
"354-B6b","Vicky2-a6-354-B6B.mzXML","isolate","354-B6","OH","Vicky2-a6-354-B6B","branch_x","b","clu6_6","Central",44266,"clu6_6-branch_x",216
"355-B5a","Vicky2-e5-355-B5A.mzXML","isolate","355-B5","UT","Vicky2-e5-355-B5A","branch_w","a","clu6_2","Southwest",84321,"clu6_2-branch_w",378
"355-B5b","Vicky2-e5-355-B5B.mzXML","isolate","355-B5","UT","Vicky2-e5-355-B5B","branch_w","b","clu6_2","Southwest",84321,"clu6_2-branch_w",324
"355-B6a","Vicky2-e9-355-B6A.mzXML","isolate","355-B6","UT","Vicky2-e9-355-B6A","branch_v","a","clu6_4","Southwest",84321,"clu6_4-branch_v",276
"355-B6b","Vicky2-e9-355-B6B.mzXML","isolate","355-B6","UT","Vicky2-e9-355-B6B","branch_v","b","clu6_4","Southwest",84321,"clu6_4-branch_v",387
"355-C2a","Vicky2-d6-355-C2A.mzXML","isolate","355-C2","UT","Vicky2-d6-355-C2A","branch_u","a","clu6_1","Southwest",84321,"clu6_1-branch_u",514
"355-C2b","Vicky2-d6-355-C2B.mzXML","isolate","355-C2","UT","Vicky2-d6-355-C2B","branch_u","b","clu6_1","Southwest",84321,"clu6_1-branch_u",625
"356-B9a","Vicky3-b4-356-B9A.mzXML","isolate","356-B9","UT","Vicky3-b4-356-B9A","branch_v","a","clu6_4","Southwest",84042,"clu6_4-branch_v",556
"356-B9b","Vicky3-b4-356-B9B.mzXML","isolate","356-B9","UT","Vicky3-b4-356-B9B","branch_v","b","clu6_4","Southwest",84042,"clu6_4-branch_v",473
"356-F7a","Vicky2-g6-356-F7A.mzXML","isolate","356-F7","ID","Vicky2-g6-356-F7A","branch_v","a","clu6_4","Northwest",83669,"clu6_4-branch_v",579
"356-F7b","Vicky2-g6-356-F7B.mzXML","isolate","356-F7","ID","Vicky2-g6-356-F7B","branch_v","b","clu6_4","Northwest",83669,"clu6_4-branch_v",268
"356-G10a","Vicky3-a5-356-G10A.mzXML","isolate","356-G10","IL","Vicky3-a5-356-G10A","branch_u","a","clu6_2","Central",62269,"clu6_2-branch_u",296
"356-G10b","Vicky3-a5-356-G10B.mzXML","isolate","356-G10","IL","Vicky3-a5-356-G10B","branch_u","b","clu6_1","Central",62269,"clu6_1-branch_u",334
"358-H1a","Vicky2-h7-358-H1B.mzXML","isolate","358-H1","OR","Vicky2-h7-358-H1B","branch_v","a","clu6_4","Northwest",97470,"clu6_4-branch_v",251
"358-H1b","Vicky2-h7-358-H1A.mzXML","isolate","358-H1","OR","Vicky2-h7-358-H1A","branch_v","b","clu6_4","Northwest",97470,"clu6_4-branch_v",404
"359-A3a","Vicky3-b5-359-A3A.mzXML","isolate","359-A3","CA","Vicky3-b5-359-A3A","branch_u","a","clu6_1","West",93065,"clu6_1-branch_u",465
"359-A3b","Vicky3-b5-359-A3B.mzXML","isolate","359-A3","CA","Vicky3-b5-359-A3B","branch_u","b","clu6_1","West",93065,"clu6_1-branch_u",338
"359-A7a","Vicky2-h5-359-A7B.mzXML","isolate","359-A7","CA","Vicky2-h5-359-A7B","branch_u","a","clu6_1","West",93065,"clu6_1-branch_u",800
"359-A7b","Vicky2-h5-359-A7A.mzXML","isolate","359-A7","CA","Vicky2-h5-359-A7A","branch_u","b","clu6_1","West",93065,"clu6_1-branch_u",952
"359-B7a","Vicky2-f7-359-B7A.mzXML","isolate","359-B7","CA","Vicky2-f7-359-B7A","branch_v","a","clu6_5","West",93065,"clu6_5-branch_v",326
"359-B7b","Vicky2-f7-359-B7B.mzXML","isolate","359-B7","CA","Vicky2-f7-359-B7B","branch_v","b","clu6_5","West",93065,"clu6_5-branch_v",428
"359-B9a","Vicky2-h3-359-B9B.mzXML","isolate","359-B9","CA","Vicky2-h3-359-B9B","branch_u","a","clu6_1","West",93065,"clu6_1-branch_u",709
"359-B9b","Vicky2-h3-359-B9A.mzXML","isolate","359-B9","CA","Vicky2-h3-359-B9A","branch_u","b","clu6_1","West",93065,"clu6_1-branch_u",494
"359-D5a","Vicky3-a6-359-D5A.mzXML","isolate","359-D5","CA","Vicky3-a6-359-D5A","branch_u","a","clu6_1","West",93065,"clu6_1-branch_u",459
